"Date","Name","Type","Quantity","Units","Calories","Fat (g)","Protein (g)","Carbohydrates (g)","Cholesterol (mg)","Sodium (mg)"
"06/16/2013","Tortilla, Corn","Breakfast","2.0","Each","105","1.37","2.74","21.43","0","21.60"
"06/16/2013","Egg, Scrambled, Large","Breakfast","1.5","Each","153","11.17","10.15","2.1","322.8","256.20"
"06/16/2013","Egg Whites","Breakfast","0.25","Cup","33","0","6.67","0","0","100"
"06/16/2013","Coffee, Brewed","Breakfast","1.0","Pint","5","0.9","0.57","0","0","9.47"
"06/16/2013","Lite Cheddar Cheese","Breakfast","0.5","Slice","35","2.25","4","n/a","7.50","n/a"
"06/16/2013","Cheese, Parmesan & Romano, Grated","Breakfast","0.5","Tablespoon","10","0.75","1","0","2","27.50"
"06/16/2013","Black Forrest Bacon","Lunch","1.5","Servings","105","7.50","9","1.50","n/a","n/a"
"06/16/2013","Ground Beef, 85% Lean","Lunch","5.25","Ounces","372","23.3","38.57","0","133.88","107.10"
"06/16/2013","Cheese, Cheddar, Slice","Lunch","1.0","Each","113","9.28","6.97","0.36","29.40","173.88"
"06/16/2013","Cheese, Cheddar, Slice","Lunch","1.0","Each","113","9.28","6.97","0.36","29.40","173.88"
"06/16/2013","Black Forrest Bacon","Lunch","1.0","Serving","70","5","6","1","n/a","n/a"
"06/16/2013","Roll, Potato","Lunch","1.0","Serving","130","1.50","8","24","0","180"
"06/16/2013","Salad, Potato, Homemade","Lunch","0.5","Cup","179","10.25","3.35","13.96","85","661.25"
"06/16/2013","Salmon","Dinner","8.0","Ounces","380","20","48","0","140","110"
"06/16/2013","TJ Asparagus","Dinner","1.0","Cup","100","8","4","6","0","90"
"06/16/2013","Chips, Tortilla, White Corn","Snacks","4.0","Pieces","40","2","0.57","4.29","0","22.86"
"06/16/2013","Coffee, Brewed","Snacks","1.0","Pint","5","0.9","0.57","0","0","9.47"
"06/16/2013","Grapes","Snacks","1.0","Cup","62","0.32","0.58","15.78","0","1.84"
"06/16/2013","Salsa, Chunky","Snacks","0.25","Cup","16","0","0","4","0","460.16"
"06/16/2013","Pretzel, Soft, Large","Snacks","0.5","Each","242","2.22","5.86","49.61","2.15","1003.86"
"06/16/2013","Grapes","Snacks","1.0","Cup","62","0.32","0.58","15.78","0","1.84"
"06/16/2013","Milk, Whole, 3.25%","Snacks","1.0","Cup","149","7.93","7.69","11.71","24.40","104.92"
"06/15/2013","Coffee, Brewed","Breakfast","1.0","Pint","5","0.9","0.57","0","0","9.47"
"06/15/2013","Sandwich, Lox & Bagels","Breakfast","1.0","Each","520","21","25","66","50","980"
"06/15/2013","Bread, Rye","Lunch","2.0","Slices","165","2.11","5.44","30.91","0","422.40"
"06/15/2013","Pastrami Brisket, First Cut","Lunch","1.0","Pound","720","32","96","16","240","5360"
"06/15/2013","Cole Slaw, Fast Food","Lunch","1.0","Cup","202","13.8","1.25","19.65","5.28","267.96"
"06/15/2013","Mustard, Honey Dijon","Lunch","1.0","Tablespoon","15","0","0","3","0","120"
"06/15/2013","Pickles, Dill, Large, 4","Lunch","0.5","Each","8","0.9","0.41","1.75","0","590.63"
"06/15/2013","Chicken, Thigh, w/ Skin, Cooked","Dinner","1.0","Each","153","9.60","15.54","0","57.66","52.8"
"06/15/2013","Lettuce, Butterhead, Chopped","Dinner","3.0","Cups","21","0.36","2.23","3.68","0","8.25"
"06/15/2013","Eggplant, Whole","Dinner","0.5","Each","55","0.44","2.31","13.5","0","4.58"
"06/15/2013","Tomatoes, Fresh, Med","Dinner","0.5","Each","11","0.12","0.54","2.41","0","3.8"
"06/15/2013","Cheese, Feta, Crumbled","Dinner","0.25","Cup","99","7.98","5.33","1.53","33.38","418.50"
"06/15/2013","Vinegar, Balsamic","Dinner","1.0","Tablespoon","14","0","0.8","2.72","0","3.68"
"06/15/2013","Wine, White","Dinner","5.0","Fluid ounces","121","0","0.10","3.82","0","7.35"
"06/15/2013","Banana, Large, 8 - 8 7/8 Long","Dinner","1.0","Each","121","0.45","1.48","31.6","0","1.36"
