"Date","Name","Type","Quantity","Units","Calories","Fat (g)","Protein (g)","Carbohydrates (g)","Cholesterol (mg)","Sodium (mg)"
"06/30/2013","Coffee, Brewed","Breakfast","2.0","Pints","9","0.19","1.14","0","0","18.94"
"06/30/2013","Beef, Carne Asada, Steaks, w/ Lime Juice & Seasonings","Breakfast","2.0","Ounces","53","2","8.67","0.67","23.33","166.67"
"06/30/2013","Rice, White, Medium Grain, Cooked","Breakfast","0.5","Cup","121","0.20","2.21","26.59","0","0"
"06/30/2013","Beans, Black, Cooked, No Salt","Breakfast","0.5","Cup","114","0.46","7.62","20.39","0","0.86"
"06/30/2013","Egg, Scrambled, Large","Breakfast","1.0","Each","102","7.45","6.76","1.34","214.72","170.80"
"06/30/2013","Banana, Small, 6 to 6 7/8 Long","Lunch","2.0","Each","180","0.67","2.20","46.14","0","2.2"
"06/30/2013","Yogurt, Plain, Nonfat","Lunch","8.0","Ounces","107","0","12","16","6.67","160"
"06/30/2013","Cereal, Granola, Homemade","Lunch","0.25","Cup","149","7.34","4.53","16.24","0","7.63"
"06/30/2013","Strawberries, Whole","Lunch","0.25","Cup","12","0.11","0.24","2.76","0","0.36"
"06/30/2013","Blueberries","Lunch","0.5","Cup","42","0.24","0.55","10.72","0","0.74"
"06/30/2013","Oatmeal, Plain, Cooked, With Salt","Lunch","2.0","Cups","332","7.11","11.89","56.16","0","332.28"
"06/30/2013","Sugar, Brown","Lunch","1.0","Tablespoon","52","0","0.2","13.54","0","3.86"
"06/30/2013","Sauce & Glaze, General Tso","Dinner","0.25","Cup","130","0","0","32","0","480"
"06/30/2013","Chicken, Breast, Grilled","Dinner","12.0","Ounces","372","12","66","0","195","560"
"06/30/2013","Rice, Brown, Medium Grain, Cooked","Dinner","1.0","Cup","218","1.62","4.52","45.84","0","1.95"
"06/30/2013","Munchkin, Plain Cake","Snacks","2.0","Each","100","6","2","10","10","120"
"06/30/2013","Poppy Seed Bread","Snacks","1.0","Slice","102","6.48","1.92","9.7","41.70","41.43"
"06/30/2013","Candy, Mints, Peppermint","Snacks","3.0","Each","10","0","0","2","0","0"
"06/30/2013","Poppy Seed Bread","Snacks","1.0","Slice","102","6.48","1.92","9.7","41.70","41.43"
"06/30/2013","Poppy Seed Bread","Snacks","1.0","Slice","102","6.48","1.92","9.7","41.70","41.43"
"06/29/2013","Coffee, Brewed","Breakfast","2.0","Pints","9","0.19","1.14","0","0","18.94"
"06/29/2013","Hash, Corned Beef, Canned","Breakfast","1.0","Cup","455","30.36","20.100","27.83","70.84","1619.20"
"06/29/2013","Egg, Poached, Large","Breakfast","2.0","Each","142","9.90","12.52","0.78","422","294"
"06/29/2013","Bread, Wheat","Breakfast","2.0","Slices","133","1.82","5.46","23.75","0","260.50"
"06/29/2013","Butter, Salted","Breakfast","1.0","Teaspoon","34","3.84","0.4","0","10.18","27.26"
"06/29/2013","Bread, Rye","Lunch","1.5","Slices","124","1.58","4.8","23.18","0","316.80"
"06/29/2013","Butter, Salted","Lunch","1.0","Teaspoon","34","3.84","0.4","0","10.18","27.26"
"06/29/2013","Jam","Lunch","2.0","Teaspoons","37","0.1","0.5","9.18","0","4.27"
"06/29/2013","Bread, White","Lunch","0.5","Slice","33","0.41","0.96","6.33","0","85.13"
