"Date","Name","Type","Quantity","Units","Calories","Fat (g)","Protein (g)","Carbohydrates (g)","Cholesterol (mg)","Sodium (mg)"
"04/21/2013","Bagel flatz","Breakfast","2.0","Each","220","2","8","52","0","460"
"04/21/2013","Salmon Smoked Sockeye","Breakfast","2.0","Servings","240","12","30","0","100","1260"
"04/21/2013","Light Cream Cheese, Whipped, Organic","Breakfast","4.0","Tablespoons","120","9","6","6","40","210"
"04/21/2013","Coffee, Brewed","Breakfast","2.0","Pints","9","0.19","1.14","0","0","18.94"
"04/21/2013","Brainwash Bacon Blue Burger","Lunch","0.667","Serving","595","40.63","49.37","5.2","158.20","901.80"
"04/21/2013","French Fries, Large, Fast Food","Lunch","0.75","Each","404","21.61","4.77","47.54","0","245.90"
"04/21/2013","Ketchup","Lunch","0.125","Cup","29","0.9","0.52","7.54","0","334.20"
"04/21/2013","Mustard, Yellow, Prepared","Lunch","0.125","Cup","20","1.20","1.31","1.60","0","340.50"
"04/21/2013","Beer","Lunch","12.0","Fluid ounces","153","0","1.64","12.64","0","14.24"
"04/21/2013","Shrimp, Med","Dinner","0.75","Pound","240","0","60","0","690","3900"
"04/21/2013","Syrup, Maple","Dinner","0.75","Tablespoon","39","0.3","0","10.6","0","1.35"
"04/21/2013","Jam, Sweet Pepper & Jalapeno","Dinner","0.125","Cup","40","0","0","12","0","260"
"04/21/2013","Mustard, Honey Dijon","Dinner","0.5","Teaspoon","3","0","0","0.50","0","20"
"04/21/2013","Vinegar, Balsamic","Dinner","0.5","Teaspoon","2","0","0.1","0.45","0","0.61"
"04/21/2013","Sour Cream, Light","Dinner","0.125","Cup","41","3.18","1.5","2.13","10.50","21.30"
"04/21/2013","Parmasean Cheese, Shaved","Dinner","0.75","Tablespoon","15","1.13","1.50","0","3.75","33.75"
"04/21/2013","Butter, Unsalted","Dinner","0.5","Teaspoon","17","1.92","0.2","0","5.9","0.26"
"04/21/2013","TJ Asparagus","Dinner","0.75","Cup","75","6","3","4.50","0","67.50"
"04/21/2013","Milk, Skim, w/ Vitamin A & D","Dinner","0.5","Cup","42","0.10","4.13","6.8","2.45","51.45"
"04/21/2013","Potatoes, Red, Baby, Cooked","Dinner","1.125","Cups","170","0.29","4.40","37.47","0","22.95"
"04/21/2013","Brainwash Bacon Blue Burger","Dinner","0.333","Serving","297","20.29","24.65","2.50","78.98","450.22"
"04/21/2013","Gatorade Mix - G series 1 Scoop/12oz","Snacks","1.667","Tablespoons","80","0","0","21","0","150"
"04/21/2013","Gatorade Mix - G series 1 Scoop/12oz","Snacks","1.667","Tablespoons","80","0","0","21","0","150"
"04/21/2013","Mint Cliff Bar","Snacks","1.0","Serving","240","5","10","42","0","170"
"04/21/2013","Bar, Clif Bar, White Chocolate Macadamia","Snacks","1.0","Package","240","7","9","41","0","160"
