"Date","Name","Type","Quantity","Units","Calories","Fat (g)","Protein (g)","Carbohydrates (g)","Cholesterol (mg)","Sodium (mg)"
"07/14/2013","Egg, Large","Breakfast","1.0","Each","72","4.97","6.29","0.39","211.50","70"
"07/14/2013","Egg Whites","Breakfast","0.5","Cup","67","0","13.33","0","0","200"
"07/14/2013","Coffee, Brewed","Breakfast","2.0","Pints","9","0.19","1.14","0","0","18.94"
"07/14/2013","Lite Shredded Three Cheese Blend","Breakfast","0.125","Cup","40","2","4","0.50","7.50","67.50"
"07/14/2013","Berry scone","Breakfast","2.0","Servings","300","9","6","48","0","500"
"07/14/2013","Tea, Brewed w/ Tap Water","Breakfast","1.5","Cups","4","0","0","1.7","0","10.66"
"07/14/2013","Southwestern Style Chicken Breast","Lunch","13.0","Ounces","494","20.80","59.80","15.60","234","1820"
"07/14/2013","Eggplant Hummus","Lunch","8.0","Tablespoons","140","8","8","16","n/a","220"
"07/14/2013","Pita Whole Wheat","Lunch","1.0","Piece","130","1.50","5","26","0","200"
"07/14/2013","Grapes","Lunch","1.0","Cup","62","0.32","0.58","15.78","0","1.84"
"07/14/2013","Soybeans, Edamame, Ckd","Dinner","0.25","Cup","63","2.88","5.56","4.97","0","6.30"
"07/14/2013","Sushi, California Roll Plus","Dinner","4.0","Each","247","5","7","43.80","0","423.50"
"07/14/2013","Sushi, Crunchy Shrimp Roll","Dinner","4.0","Each","254","10.50","10","32","53","384.50"
"07/14/2013","Sushi, Nigiri, Fresh Salmon","Dinner","2.0","Each","136","2","10","18","16","58"
"07/14/2013","Tea, Brewed w/ Tap Water","Snacks","1.5","Cups","4","0","0","1.7","0","10.66"
"07/14/2013","Tea, Brewed w/ Tap Water","Snacks","1.5","Cups","4","0","0","1.7","0","10.66"
"07/14/2013","Salmon","Snacks","7.0","Ounces","333","17.50","42","0","122.50","96.25"
"07/14/2013","Green & Yellow Beans","Snacks","6.0","Ounces","50","0","2","10","0","0"
"07/14/2013","Tj Non Fat Vanilla Yogurt","Snacks","1.0","Cup","130","0","7","26","0","105"
"07/14/2013","Blueberry Preserves","Snacks","1.0","Tablespoon","50","0","0","13","0","5"
"07/13/2013","Sausage, Jimmy Dean Turkey","Breakfast","2.0","Pieces","100","7","11","1","70","420"
"07/13/2013","Egg, Large","Breakfast","1.0","Each","72","4.97","6.29","0.39","211.50","70"
"07/13/2013","Egg Whites","Breakfast","0.5","Cup","67","0","13.33","0","0","200"
"07/13/2013","Bread, Homestyle Cracked Wheat","Breakfast","1.0","Slice","80","1","3","16","0","160"
"07/13/2013","Butter, Unsalted","Breakfast","1.0","Teaspoon","34","3.84","0.4","0","10.18","0.52"
"07/13/2013","Coffee, Brewed","Breakfast","2.0","Pints","9","0.19","1.14","0","0","18.94"
"07/13/2013","Tortilla, Flour, Burrito Size","Lunch","1.0","Each","200","5","5","34","0","600"
"07/13/2013","Rice, White, Medium Grain, Cooked","Lunch","0.75","Cup","181","0.29","3.32","39.88","0","0"
"07/13/2013","Beans, Black, Cooked, No Salt","Lunch","0.5","Cup","114","0.46","7.62","20.39","0","0.86"
"07/13/2013","Meal, Pulled Pork, w/ Barbecue Sauce","Lunch","4.0","Ounces","180","5","16","20","50","1020"
"07/13/2013","Guacamole, Med","Lunch","4.0","Tablespoons","108","9.20","1.60","7.40","0","239"
"07/13/2013","Sour Cream, Reg","Lunch","3.0","Tablespoons","90","7.50","1.50","3","30","22.50"
"07/13/2013","Strawberries, Whole","Lunch","2.0","Cups","92","0.86","1.93","22.12","0","2.88"
"07/13/2013","Blueberries","Lunch","1.0","Cup","84","0.49","1.10","21.45","0","1.48"
"07/13/2013","Southwestern Style Chicken Breast","Dinner","13.0","Ounces","494","20.80","59.80","15.60","234","1820"
"07/13/2013","Broccoli & Cauliflower Duet","Dinner","1.0","Package","100","0","8","16","0","100"
"07/13/2013","Beer","Dinner","12.0","Fluid ounces","153","0","1.64","12.64","0","14.24"
"07/13/2013","Tea, Brewed w/ Tap Water","Snacks","1.5","Cups","4","0","0","1.7","0","10.66"
"07/13/2013","Coffee, Caffe Latte","Snacks","1.0","Each","250","14","14","21","40","180"
"07/13/2013","Strawberries, Whole","Snacks","2.0","Cups","92","0.86","1.93","22.12","0","2.88"
"07/13/2013","Berry scone","Snacks","2.0","Servings","300","9","6","48","0","500"
"07/13/2013","Berry scone","Snacks","2.0","Servings","300","9","6","48","0","500"
"07/13/2013","Milk, Whole, 3.25%","Snacks","1.0","Cup","149","7.93","7.69","11.71","24.40","104.92"
"07/13/2013","Eggplant Hummus","Snacks","8.0","Tablespoons","140","8","8","16","n/a","220"
"07/13/2013","Pita Whole Wheat","Snacks","1.0","Piece","130","1.50","5","26","0","200"
"07/12/2013","Egg Whites","Breakfast","0.5","Cup","67","0","13.33","0","0","200"
"07/12/2013","Egg, Large","Breakfast","1.0","Each","72","4.97","6.29","0.39","211.50","70"
"07/12/2013","Bread, Homestyle Cracked Wheat","Breakfast","1.0","Slice","80","1","3","16","0","160"
