"Date","Name","Type","Quantity","Units","Calories","Fat (g)","Protein (g)","Carbohydrates (g)","Cholesterol (mg)","Sodium (mg)"
"03/30/2014","Coffee, Brewed","Breakfast","2.0","Pints","9","0.19","1.14","0","0","18.94"
"03/30/2014","Egg, Large","Breakfast","1.0","Each","72","4.97","6.29","0.39","211.50","70"
"03/30/2014","Egg Whites","Breakfast","0.5","Cup","67","0","13.33","0","0","200"
"03/30/2014","Pita","Breakfast","1.0","Serving","70","n/a","n/a","n/a","n/a","n/a"
"03/30/2014","Bun, Hamburger, Plain","Lunch","1.0","Each","120","1.86","4.8","21.26","0","205.97"
"03/30/2014","Chicken, Fried, Breast, w/ Skin, Fried in Flour","Lunch","6.0","Ounces","377","15.8","54.13","2.79","151.30","129.20"
"03/30/2014","Egg, Fried, Whole, Large","Lunch","2.0","Each","180","14.9","12.53","0.83","420.44","187.68"
"03/30/2014","Dressing, Mayonnaise","Lunch","1.0","Tablespoon","90","10","0","0","5","90"
"03/30/2014","French Fries","Lunch","1.0","Each","400","18","7","54","0","245"
"03/30/2014","Ketchup","Lunch","0.125","Cup","29","0.9","0.52","7.54","0","334.20"
"03/30/2014","Mustard, Yellow, Prepared","Lunch","0.125","Cup","20","1.20","1.31","1.60","0","340.50"
"03/30/2014","Parmesan Cheese","Lunch","1.0","Tablespoon","30","1.50","3","0","7.50","135"
"03/30/2014","Beer","Lunch","12.0","Fluid ounces","153","0","1.64","12.64","0","14.24"
"03/30/2014","Pork, Tenderloin, Lean, Cooked","Dinner","16.0","Ounces","560","14","104","0","220","200"
"03/30/2014","Brussels Sprouts - Microwaveable","Dinner","0.5","Package","105","6","4.50","10.50","0","90"
"03/30/2014","Mango Ginger Chutney","Dinner","2.0","Tablespoons","50","0","0","14","0","70"
"03/30/2014","Strawberries, Whole","Snacks","2.0","Cups","92","0.86","1.93","22.12","0","2.88"
"03/30/2014","Strawberries, Whole","Snacks","2.0","Cups","92","0.86","1.93","22.12","0","2.88"
"03/30/2014","Apple, Large","Snacks","1.0","Each","116","0.38","0.58","30.80","0","2.23"
"03/30/2014","Watermelon, Diced, Fresh","Snacks","2.0","Cups","91","0.46","1.85","22.95","0","3.4"
"03/30/2014","Grapes, Red European","Snacks","3.0","Cups","313","0.72","3.26","81.99","0","9.6"
