"Date","Name","Type","Quantity","Units","Calories","Fat (g)","Protein (g)","Carbohydrates (g)","Cholesterol (mg)","Sodium (mg)"
"06/23/2013","Coffee, Brewed","Breakfast","2.0","Pints","9","0.19","1.14","0","0","18.94"
"06/23/2013","Coffee, Brewed","Lunch","2.0","Pints","9","0.19","1.14","0","0","18.94"
"06/23/2013","English Muffin","Lunch","1.0","Each","132","1.3","4.56","26.22","0","196.65"
"06/23/2013","Egg, Fried, Whole, Large","Lunch","2.0","Each","180","14.9","12.53","0.83","420.44","187.68"
"06/23/2013","Bacon, Canadian, Cured","Lunch","2.0","Pieces","89","3.97","11.76","0.96","28.50","803.13"
"06/23/2013","Sauce, Bearnaise, Mix","Lunch","3.0","Tablespoons","180","0","0","36","0","1710"
"06/23/2013","Potatoes, Red, Baby, Cooked","Lunch","1.0","Cup","151","0.26","3.91","33.30","0","20.40"
"06/23/2013","Ketchup","Lunch","0.25","Cup","58","0.19","1.4","15.9","0","668.40"
"06/23/2013","Waffles, Plain, Homemade","Lunch","0.333","Each","73","3.52","1.97","8.22","17.23","127.62"
"06/23/2013","Syrup, Maple","Lunch","1.0","Teaspoon","17","0.1","0","4.47","0","0.60"
"06/23/2013","Bread, White","Lunch","1.0","Slice","67","0.82","1.91","12.65","0","170.25"
"06/23/2013","Butter, Salted","Lunch","1.0","Teaspoon","34","3.84","0.4","0","10.18","27.26"
"06/23/2013","Chips, Tortilla, White Corn","Dinner","4.0","Pieces","40","2","0.57","4.29","0","22.86"
"06/23/2013","Nacho; Perfect Bite","Dinner","14.0","Servings","616","29.94","33.47","51.59","68.44","1002.14"
"06/23/2013","Pastrami Brisket, First Cut","Dinner","0.75","Pound","540","24","72","12","180","4020"
"06/23/2013","Bread, Rye","Dinner","1.0","Slice","83","1.6","2.72","15.46","0","211.20"
"06/23/2013","Milk, Whole, 3.25%","Dinner","1.0","Cup","149","7.93","7.69","11.71","24.40","104.92"
"06/23/2013","Grapes","Snacks","1.5","Cups","92","0.48","0.87","23.67","0","2.76"
"06/23/2013","Peach Berry Scone","Snacks","1.0","Serving","330","9","7","55","60","330"
"06/23/2013","Grapes","Snacks","1.5","Cups","92","0.48","0.87","23.67","0","2.76"
"06/23/2013","Chips, Tortilla, White Corn","Snacks","16.0","Pieces","160","8","2.29","17.14","0","91.43"
"06/23/2013","Salsa Autentica","Snacks","0.25","Cup","20","0","0","4","0","520"
"06/22/2013","English Muffin","Breakfast","1.0","Each","132","1.3","4.56","26.22","0","196.65"
"06/22/2013","Sausage, Patty, Original","Breakfast","2.0","Ounces","152","12.34","10.44","0","28.47","360.68"
"06/22/2013","Cheese, Cheddar, Slice","Breakfast","1.0","Each","113","9.28","6.97","0.36","29.40","173.88"
"06/22/2013","Coffee, Brewed","Breakfast","2.0","Pints","9","0.19","1.14","0","0","18.94"
"06/22/2013","Egg, Fried, Whole, Large","Breakfast","1.0","Each","90","7.4","6.27","0.41","210.22","93.84"
"06/22/2013","Beer","Lunch","12.0","Fluid ounces","153","0","1.64","12.64","0","14.24"
"06/22/2013","Fish Fillet, Breaded Fried","Lunch","6.0","Ounces","395","20.91","24.94","28.87","57.83","904.93"
"06/22/2013","French Fries","Lunch","1.0","Each","400","18","7","54","0","245"
"06/22/2013","Sauce, Tartar","Lunch","0.125","Cup","80","7","0","4","5","330"
"06/22/2013","Cole Slaw, Fast Food","Lunch","0.25","Cup","50","3.27","0.31","4.91","1.32","66.99"
"06/22/2013","Beer","Dinner","12.0","Fluid ounces","153","0","1.64","12.64","0","14.24"
"06/22/2013","Shrimp","Dinner","4.0","Ounces","107","1.33","24","0","226.67","253.33"
"06/22/2013","Sausage, Chorizo, Mild","Dinner","2.0","Ounces","210","17","12","3","50","690"
"06/22/2013","Guacamole, Med","Dinner","2.0","Tablespoons","54","4.60","0.80","3.70","0","119.50"
"06/22/2013","Bread, French Baguette","Dinner","4.0","Ounces","272","0.80","10","56","0","608"
