"Date","Name","Type","Quantity","Units","Calories","Fat (g)","Protein (g)","Carbohydrates (g)","Cholesterol (mg)","Sodium (mg)"
"12/08/2013","Sandwich, Sausage Biscuit w/ Egg, Reg","Breakfast","1.0","Each","510","33","18","36","250","1170"
"12/08/2013","Hash Browns","Breakfast","1.0","Each","139","8.72","1.20","13.94","0","290.44"
"12/08/2013","Coffee, Med","Breakfast","1.0","Each","0","0","0","0","0","0"
"12/08/2013","Super Burrito","Lunch","1.0","Serving","1,015","29.14","55.39","130.20","113.84","1479.49"
"12/08/2013","Chips, Tortilla, White Corn","Lunch","16.0","Pieces","160","8","2.29","17.14","0","91.43"
"12/08/2013","Salsa, Chunky","Lunch","0.25","Cup","16","0","0","4","0","460.16"
"12/08/2013","Extra Lean Ground Beef 96%","Dinner","12.0","Ounces","390","12","63","0","180","195"
"12/08/2013","Brown Rice Quick Cook","Dinner","1.5","Servings","240","2.25","6","52.50","0","0"
"12/08/2013","Microwave Brussels Sprouts","Dinner","0.5","Package","105","n/a","n/a","n/a","n/a","n/a"
"12/08/2013","Panko Breadcrumbs","Dinner","3.0","Tablespoons","39","0","1.69","8.45","n/a","25.34"
"12/08/2013","Ketchup","Dinner","0.25","Cup","58","0.19","1.4","15.9","0","668.40"
"12/08/2013","Mustard, Yellow, Prepared","Dinner","0.25","Cup","40","2.41","2.62","3.20","0","681"
"12/08/2013","Mushrooms, Brown","Dinner","1.5","Cups","29","0.13","3.26","5.61","0","7.83"
"12/08/2013","Onion, White, Chopped","Dinner","0.25","Cup","16","0.4","0.44","3.74","0","1.60"
"12/08/2013","Beef Broth, Gluten Free, Low Fat","Dinner","0.5","Cup","8","0","1","0.50","2.50","285"
"12/08/2013","Cookie, Chocolate Chip, Soft","Snacks","6.0","Each","409","18.56","4.41","58.55","0","244.80"
"12/08/2013","Bar, White Chocolate Macadamia Nut","Snacks","1.0","Each","250","7","9","41","0","240"
"12/08/2013","Croissant, Chocolate","Snacks","0.25","Each","110","5.50","1.75","14.50","11.25","52.50"
"12/08/2013","Drink, Sports, Lemon Lime, Powdered","Snacks","2.0","Scoops","155","0","0","40.66","0","257.28"
"12/08/2013","Cafe Mocha; Nonfat; Medium","Snacks","16.0","Ounces","220","1","16","35","5","210"
"12/08/2013","Whipped Cream","Snacks","1.0","Serving","118","9","0","0","30","0"
"12/08/2013","Persimmon, Native","Snacks","1.0","Each","32","0.10","0.20","8.38","0","0.25"
"12/08/2013","Apple, Large","Snacks","1.0","Each","116","0.38","0.58","30.80","0","2.23"
"12/08/2013","Milk, Whole, 3.25%","Snacks","1.0","Cup","149","7.93","7.69","11.71","24.40","104.92"
"12/08/2013","Banana, Medium, 7 - 7 7/8 Long","Snacks","1.0","Each","105","0.39","1.29","26.95","0","1.18"
"12/08/2013","Beer","Snacks","12.0","Fluid ounces","153","0","1.64","12.64","0","14.24"
"12/08/2013","Milk, Whole, 3.25%","Snacks","1.0","Cup","149","7.93","7.69","11.71","24.40","104.92"
"12/08/2013","Banana, Medium, 7 - 7 7/8 Long","Snacks","1.0","Each","105","0.39","1.29","26.95","0","1.18"
"12/08/2013","Persimmon, Native","Snacks","1.0","Each","32","0.10","0.20","8.38","0","0.25"
"12/07/2013","Coffee, Brewed","Breakfast","2.0","Pints","9","0.19","1.14","0","0","18.94"
"12/07/2013","Egg Whites","Breakfast","0.5","Cup","67","0","13.33","0","0","200"
"12/07/2013","Egg, Large","Breakfast","1.0","Each","72","4.97","6.29","0.39","211.50","70"
"12/07/2013","Butter, Unsalted","Breakfast","0.5","Teaspoon","17","1.92","0.2","0","5.9","0.26"
"12/07/2013","Bread, Homestyle Cracked Wheat","Breakfast","1.0","Slice","80","1","3","16","0","160"
"12/07/2013","Burrito; Regular Al Pastor","Lunch","1.0","Serving","701","10.13","38.54","112.84","53.33","1448.11"
"12/07/2013","Soup; Vegetable; 2013/12/07","Dinner","2.0","Servings","204","0.71","11.59","38.55","0","1285.74"
"12/07/2013","Onion, Green, Chopped, .25c","Dinner","0.333","Cup","13","0","0","2.66","0","6.66"
"12/07/2013","Organic Brown Basmati Rice","Dinner","0.5","Cup","320","3","8","70","0","0"
"12/07/2013","Baby Carrot","Snacks","9.0","Ounces","105","0","3","24","0","195"
"12/07/2013","Yogurt Non-fat Plain","Snacks","4.0","Cups","440","0","40","60","20","640"
"12/07/2013","Grapes","Snacks","3.0","Cups","185","0.97","1.74","47.33","0","5.52"
"12/07/2013","Milk, Whole, 3.25%","Snacks","1.0","Cup","149","7.93","7.69","11.71","24.40","104.92"
"12/06/2013","Coffee, Brewed","Breakfast","2.0","Pints","9","0.19","1.14","0","0","18.94"
"12/06/2013","Bread, Homestyle Cracked Wheat","Breakfast","1.0","Slice","80","1","3","16","0","160"
"12/06/2013","Egg, Large","Breakfast","2.0","Each","143","9.94","12.57","0.78","423","140"
"12/06/2013","Butter, Unsalted","Breakfast","0.5","Teaspoon","17","1.92","0.2","0","5.9","0.26"
