"Date","Name","Type","Quantity","Units","Calories","Fat (g)","Protein (g)","Carbohydrates (g)","Cholesterol (mg)","Sodium (mg)"
"02/10/2013","Steel Cut Oats","Breakfast","2.0","Servings","300","5","10","54","0","0"
"02/10/2013","Powdered Milk Fat Free","Breakfast","0.25","Cup","60","0","6.1","9.1","3.75","n/a"
"02/10/2013","Coffee, Brewed","Breakfast","2.0","Pints","9","0.19","1.14","0","0","18.94"
"02/10/2013","Syrup, Maple","Breakfast","1.0","Tablespoon","52","0.4","0","13.42","0","1.80"
"02/10/2013","Super Burrito (al Pastor)","Lunch","1.0","Serving","898","42.12","37.91","140.15","50","1566.4"
"02/10/2013","Sausage, Chorizo, Pork & Beef, Link","Dinner","1.0","Each","273","22.96","14.46","1.12","52.80","741"
"02/10/2013","Sauce, Pasta, Marinara","Dinner","1.333","Cups","133","5.33","2.67","21.33","0","1306.34"
"02/10/2013","Organic Whole Wheat Spaghetti","Dinner","104.0","Grams","390","195","14.86","76.14","0","0"
"02/09/2013","Coffee, Brewed","Breakfast","1.0","Pint","5","0.9","0.57","0","0","9.47"
"02/09/2013","Shakers Breakfast Burrito","Breakfast","0.5","Serving","619","36.79","35.46","34.60","395.47","1055.42"
"02/09/2013","Shakers Breakfast Burrito","Lunch","0.5","Serving","619","36.79","35.46","34.60","395.47","1055.42"
"02/09/2013","Squash, Tempura Battered","Dinner","2.0","Each","300","16","2","34","0","1820"
"02/09/2013","Sushi, California Roll Plus","Dinner","4.0","Each","247","5","7","43.80","0","423.50"
"02/09/2013","Sushi, Tempura Roll","Dinner","3.0","Each","199","4.13","9.38","30.75","39.38","432"
"02/09/2013","Sushi, Nigiri, Fresh Salmon","Dinner","2.0","Each","136","2","10","18","16","58"
"02/09/2013","Sushi, Nigiri, Tuna","Dinner","1.0","Each","60","0","4","8","9","28"
"02/09/2013","Soybeans, Edamame, Ckd","Dinner","0.5","Cup","127","5.76","11.12","9.95","0","12.60"
"02/09/2013","spg - Ginger, Candied","Snacks","1.0","Piece","17","0","0","4.33","0","0"
"02/09/2013","Coffee, Brewed","Snacks","1.0","Pint","5","0.9","0.57","0","0","9.47"
"02/08/2013","Corn Tortillas - Trader Joe's","Breakfast","2.0","Pieces","120","1","2","24","0","0"
