"Date","Name","Type","Quantity","Units","Calories","Fat (g)","Protein (g)","Carbohydrates (g)","Sugars (g)","Fiber (g)","Cholesterol (mg)","Sodium (mg)"
"07/20/2014","Sandwich, Turkey Bacon with Egg Whites, on English Muffin","Breakfast","1.0","Each","230","7","18","43","n/a","3","n/a","n/a"
"07/20/2014","Egg, Scrambled, Large","Breakfast","1.0","Each","102","7.45","6.76","1.34","1.6","0","214.72","170.80"
"07/20/2014","Coffee, Brewed","Breakfast","2.0","Pints","9","0.19","1.14","0","0","0","0","18.94"
"07/20/2014","Cream, Half & Half","Breakfast","2.0","Tablespoons","39","3.45","0.89","1.29","0.5","0","11.10","12.30"
"07/20/2014","French Fries","Lunch","1.5","Each","600","27","10.50","81","0","3","0","367.50"
"07/20/2014","Chili, w/ Beans","Lunch","1.0","Cup","287","14.5","14.62","30.49","3.5","11.26","43.52","1336.32"
"07/20/2014","Cheese, Cheddar, Shredded","Lunch","0.25","Cup","114","9.36","7.3","0.36","0.15","0","29.66","175.43"
"07/20/2014","Cheeseburger","Lunch","1.0","Each","313","14.3","15.43","33.9","7.40","1.31","41.65","744.94"
"07/20/2014","Dressing, Mayonnaise","Lunch","1.0","Tablespoon","90","10","0","0","0","0","5","85"
"07/20/2014","Greek Yogurt, Plain, Nonfat","Dinner","4.0","Cups","480","0","88","28","24","0","0","280"
"07/20/2014","Blackberries","Dinner","2.5","Cups","155","1.76","5","34.60","17.57","19.8","0","3.60"
"07/20/2014","Cafe Mocha; Nonfat; Medium","Snacks","16.0","Ounces","220","1","16","35","n/a","n/a","5","210"
"07/20/2014","Grapes, Green European","Snacks","3.0","Cups","313","0.72","3.26","81.99","70.12","4.8","0","9.6"
"07/20/2014","Banana, Small, 6 to 6 7/8 Long","Snacks","1.0","Each","90","0.33","1.10","23.7","12.35","2.63","0","1.1"
"07/20/2014","Strawberries, Whole","Snacks","3.0","Cups","138","1.30","2.89","33.18","21.12","8.64","0","4.32"
"07/19/2014","Coffee, Brewed","Breakfast","2.0","Pints","9","0.19","1.14","0","0","0","0","18.94"
"07/19/2014","Egg, Large","Breakfast","1.0","Each","72","4.97","6.29","0.39","0.39","0","211.50","70"
"07/19/2014","Egg Whites","Breakfast","0.5","Cup","67","0","13.33","0","0","0","0","200"
"07/19/2014","Milk, 2%, w/ Vitamin A & D","Breakfast","1.0","Tablespoon","8","0.30","0.50","0.73","0.77","0","1.22","7.17"
"07/19/2014","Bread, Homestyle Cracked Wheat","Breakfast","1.0","Slice","80","1","3","16","2","1","0","160"
"07/19/2014","Biscuit","Lunch","1.0","Each","186","8.41","3.16","24.73","1.77","0.66","0.51","536.52"
"07/19/2014","Chicken, Breaded Tender","Lunch","3.0","Each","510","33","15","45","15","3","54","1719"
"07/19/2014","Egg, Fried, Whole, Large","Lunch","2.0","Each","180","14.9","12.53","0.83","0.76","0","420.44","187.68"
"07/19/2014","Gravy, Country Style","Lunch","0.5","Cup","90","5.99","1.99","5.99","1.99","0","9.44","379.96"
"07/19/2014","Sweet Chicken Sausage","Lunch","0.5","Serving","95","6","8.50","0.50","n/a","n/a","30","340"
"07/19/2014","Grits, White Corn, Instant","Lunch","0.125","Cup","72","0.34","1.49","15.42","0.11","0.90","0","0.20"
"07/19/2014","Syrup, Maple","Lunch","1.0","Tablespoon","52","0.4","0","13.42","11.90","0","0","1.80"
