"Date","Name","Type","Quantity","Units","Calories","Fat (g)","Protein (g)","Carbohydrates (g)","Sugars (g)","Fiber (g)","Cholesterol (mg)","Sodium (mg)"
"12/07/2014","Egg, Scrambled, Large","Breakfast","2.0","Each","204","14.90","13.53","2.68","2.11","0","429.44","341.60"
"12/07/2014","Home Fries Diced & Seasoned","Breakfast","8.0","Ounces","187","0","5.33","42.67","0","5.33","0","1013.33"
"12/07/2014","Bread Whole Wheat Sprouted","Breakfast","1.0","Serving","90","0.50","5","19","2","5","0","160"
"12/07/2014","Coffee, Brewed","Breakfast","2.0","Pints","9","0.19","1.14","0","0","0","0","18.94"
"12/07/2014","Cheese, Cheddar, Shredded","Breakfast","0.25","Cup","114","9.36","7.3","0.36","0.15","0","29.66","175.43"
"12/07/2014","Bacon, Uncured, Apple Smoked","Breakfast","2.0","Pieces","180","14","10","0","0","0","30","480"
"12/07/2014","Tortilla, Corn","Lunch","4.0","Each","209","2.74","5.47","42.85","0.84","6.5","0","43.20"
"12/07/2014","Shrimp, Cooked","Lunch","18.0","Each","98","1.7","20.70","0","0","0","193.5","221.76"
"12/07/2014","Avocado","Lunch","0.25","Each","80","7.37","1","4.29","0.33","3.37","0","3.52"
"12/07/2014","Salad Dressing, Thousand Island","Lunch","1.0","Tablespoon","59","5.61","0.17","2.34","2.43","0.13","4.16","138.8"
"12/07/2014","Chips, Tortilla, White Corn","Lunch","9.0","Pieces","90","4.50","1.29","9.64","0","1.29","0","51.43"
"12/07/2014","Bread, French Baguette","Lunch","1.0","Ounce","68","0.20","2.50","14","0","0.30","0","152"
"12/07/2014","Dressing, Mayonnaise","Lunch","1.0","Teaspoon","30","3.33","0","0","0","0","1.67","28.33"
"12/07/2014","Squash, Tempura Battered","Dinner","0.5","Each","75","4","0.50","8.50","0.50","0.50","0","455"
"12/07/2014","Sushi, California Roll Plus","Dinner","6.0","Pieces","371","7.50","10.50","65.70","7.50","3.75","0","635.25"
"12/07/2014","Ice Cream, Chocolate, Rich","Snacks","1.0","Cup","377","25.13","6.99","30.71","25.68","1.33","88.80","84.36"
"12/07/2014","Milk, 2%, w/ Vitamin A & D","Snacks","1.0","Cup","122","4.83","8.5","11.71","12.35","0","19.52","114.68"
"12/07/2014","Bar, Cereal, Fig","Snacks","1.0","Package","120","2","1","24","13","1","0","75"
"12/06/2014","Egg Whites","Breakfast","0.5","Cup","67","0","13.33","0","0","0","0","200"
"12/06/2014","Egg, Large","Breakfast","1.0","Each","72","4.97","6.29","0.39","0.39","0","211.50","70"
"12/06/2014","Coffee, Brewed","Breakfast","2.0","Pints","9","0.19","1.14","0","0","0","0","18.94"
"12/06/2014","Sheepherder Bread","Breakfast","1.0","Slice","110","1","4","21","2","1","0","270"
"12/06/2014","Beer","Lunch","12.0","Fluid ounces","153","0","1.64","12.64","0","0","0","14.24"
"12/06/2014","Juice, Tomato","Lunch","2.0","Fluid ounces","12","0","0.50","2.50","1.75","0.49","0","170.10"
"12/06/2014","Egg, Scrambled, Large","Lunch","1.0","Each","102","7.45","6.76","1.34","1.6","0","214.72","170.80"
"12/06/2014","Home Fries Diced & Seasoned","Lunch","6.0","Ounces","140","0","4","32","0","4","0","760"
"12/06/2014","Guacamole, Med","Lunch","2.0","Tablespoons","54","4.60","0.80","3.70","0.30","2.40","0","119.50"
"12/06/2014","Chips, Tortilla, White Corn","Lunch","20.0","Pieces","200","10","2.86","21.43","0","2.86","0","114.28"
"12/06/2014","Cheese, Mexican, Queso Fresco, w/ Chipotle, Light","Lunch","2.0","Ounces","93","4","5.33","5.33","2.67","0","13.33","640"
"12/06/2014","Sour Cream, Reg","Lunch","0.125","Cup","60","5","1","2","1","0","20","15"
"12/06/2014","Greek Yogurt, 0% Fat, Plain","Dinner","4.0","Cups","480","0","88","28","24","0","0","280"
"12/06/2014","Grapes, Red European","Dinner","3.0","Cups","313","0.72","3.26","81.99","70.12","4.8","0","9.6"
"12/06/2014","White Chocolate Macadamia Nut","Snacks","1.0","Package","260","7","9","41","21","4","0","240"
"12/06/2014","Ginger Chew","Snacks","2.0","Pieces","40","0","0","10","10","0","0","0"
"12/06/2014","Donut, Glazed","Snacks","1.0","Each","260","14","3","31","12","1","0","330"
"12/05/2014","Egg Whites","Breakfast","0.5","Cup","67","0","13.33","0","0","0","0","200"
"12/05/2014","Egg, Large","Breakfast","1.0","Each","72","4.97","6.29","0.39","0.39","0","211.50","70"
"12/05/2014","Coffee, Brewed","Breakfast","2.0","Pints","9","0.19","1.14","0","0","0","0","18.94"
"12/05/2014","Bread, Pita","Breakfast","1.0","Each","130","10","4","26","0","1","0","200"
"12/05/2014","Cauliflower","Lunch","4.0","Ounces","27","0","5.33","10.67","5.33","5.33","0","66.67"
"12/05/2014","Tater Tots, Seasoned, Shred","Lunch","12.0","Pieces","213","10.67","2.67","26.67","0","2.67","0","560"
"12/05/2014","Chili, w/ Beans","Lunch","0.5","Cup","143","7.3","7.31","15.24","1.52","5.63","21.76","668.16"
"12/05/2014","Pizza; 2014/07/19","Lunch","2.0","Servings","325","12.95","21.26","31.47","2.27","1.21","30","1102.69"
"12/05/2014","Ice Cream, Vanilla","Lunch","0.25","Cup","68","3.63","1.16","7.79","7","0.23","14.52","26.40"
"12/05/2014","Soup, Chicken Veg Medley","Lunch","1.0","Cup","108","0.49","7.1","19.1","3.99","1.96","9.80","869.75"
"12/05/2014","Chicken Breast, Skinless, Cooked","Dinner","4.0","Ounces","187","4","35.16","0","0","0","96","84"
"12/05/2014","Enchilada, Cheese, Fast Food","Dinner","1.0","Each","319","18.84","9.63","28.54","0","0","44.1","784.3"
"12/05/2014","Squash, Yellow, Slcd","Dinner","4.0","Ounces","20","0","0","4.5","2.70","0","0","6.75"
"12/05/2014","Cafe Latte, w/ 2%, Grande","Snacks","1.0","Each","190","7","12","18","n/a","0","n/a","n/a"
"12/05/2014","Cookie, Sugar","Snacks","2.0","Each","143","6.33","1.53","20.37","11.31","0.24","15.30","107.10"
"12/05/2014","Ginger Chew","Snacks","2.0","Pieces","40","0","0","10","10","0","0","0"
"12/05/2014","Ginger Chew","Snacks","2.0","Pieces","40","0","0","10","10","0","0","0"
"12/05/2014","Bar, Cereal, Fig","Snacks","1.0","Package","120","2","1","24","13","1","0","75"
"12/05/2014","Bar, Cereal, Fig","Snacks","1.0","Package","120","2","1","24","13","1","0","75"
"12/04/2014","Egg Whites","Breakfast","0.5","Cup","67","0","13.33","0","0","0","0","200"
"12/04/2014","Egg, Large","Breakfast","1.0","Each","72","4.97","6.29","0.39","0.39","0","211.50","70"
"12/04/2014","Coffee, Brewed","Breakfast","2.0","Pints","9","0.19","1.14","0","0","0","0","18.94"
"12/04/2014","Bread, Pita","Breakfast","1.0","Each","130","10","4","26","0","1","0","200"
"12/04/2014","Green Beans","Lunch","4.0","Ounces","33","0","2.67","8","4","4","0","6.67"
