"Date","Name","Type","Quantity","Units","Calories","Fat (g)","Protein (g)","Carbohydrates (g)","Sugars (g)","Fiber (g)","Cholesterol (mg)","Sodium (mg)"
"12/28/2014","Egg Whites","Breakfast","0.25","Cup","33","0","6.67","0","0","0","0","100"
"12/28/2014","Egg, Large","Breakfast","2.0","Each","143","9.94","12.57","0.78","0.77","0","423","140"
"12/28/2014","Coffee, Brewed","Breakfast","2.0","Pints","9","0.19","1.14","0","0","0","0","18.94"
"12/28/2014","Bread Whole Wheat Sprouted","Breakfast","1.0","Serving","90","0.50","5","19","2","5","0","160"
"12/28/2014","Bun, Hamburger, Plain","Lunch","1.0","Each","120","1.86","4.8","21.26","2.69","0.90","0","205.97"
"12/28/2014","Fish Fillet, Breaded Fried","Lunch","6.0","Ounces","394","20.89","24.92","28.85","0","0.85","57.80","904.40"
"12/28/2014","Sauce, Tartar","Lunch","0.125","Cup","80","7","0","4","2","0","5","330"
"12/28/2014","French Fries, Small","Lunch","1.0","Each","226","12.11","2.67","26.63","0.49","2.48","0","137.74"
"12/28/2014","Chicken Breast Skinless - Raw","Lunch","2.0","Ounces","60","1","12.50","0","0","0","35","5"
"12/28/2014","Bun, Hamburger, Plain","Lunch","0.5","Each","60","0.93","2.4","10.63","1.34","0.45","0","102.98"
"12/28/2014","Ice Cream, Vanilla","Lunch","1.0","Cup","273","14.52","4.62","31.15","28.1","0.92","58.8","105.60"
"12/28/2014","Lettuce, Iceberg, Medium Head","Dinner","0.5","Each","38","0.38","2.43","8","5.31","3.23","0","26.95"
"12/28/2014","Tomatoes, Cherry","Dinner","8.0","Each","24","0.27","1.20","5.33","3.58","1.63","0","6.80"
"12/28/2014","Trader Joes Classic Bacon","Dinner","3.0","Slices","90","4.50","6","0","0","0","15","330"
"12/28/2014","Mayonnaise (Organic) Trader Joe's","Dinner","2.0","Tablespoons","200","22","0","0","0","0","20","170"
"12/28/2014","Milk, 2%, w/ Vitamin A & D","Dinner","1.0","Tablespoon","8","0.30","0.50","0.73","0.77","0","1.22","7.17"
"12/28/2014","Sour Cream, Reg","Dinner","1.0","Tablespoon","30","2.50","0.50","1","0.50","0","10","7.50"
"12/28/2014","Crumbled Blue Cheese","Dinner","1.0","Ounce","100","8","6","1","0","0","20","380"
"12/28/2014","Ginger Chew","Snacks","2.0","Pieces","40","0","0","10","10","0","0","0"
"12/27/2014","Egg Whites","Breakfast","0.5","Cup","67","0","13.33","0","0","0","0","200"
"12/27/2014","Egg, Large","Breakfast","1.0","Each","72","4.97","6.29","0.39","0.39","0","211.50","70"
"12/27/2014","Coffee, Brewed","Breakfast","2.0","Pints","9","0.19","1.14","0","0","0","0","18.94"
"12/27/2014","Bread Whole Wheat Sprouted","Breakfast","1.0","Serving","90","0.50","5","19","2","5","0","160"
