"Date","Name","Type","Quantity","Units","Calories","Fat (g)","Protein (g)","Carbohydrates (g)","Sugars (g)","Fiber (g)","Cholesterol (mg)","Sodium (mg)"
"12/27/2014","Shrimp, Cooked","Lunch","8.0","Each","44","0.48","9.20","0","0","0","85.80","98.56"
"12/27/2014","Avocado","Lunch","0.125","Each","40","3.68","0.50","2.14","0.17","1.68","0","1.76"
"12/27/2014","Salad, Field Greens","Lunch","1.0","Cup","22","0.10","1.74","4.48","2.22","1.39","0","36.14"
"12/27/2014","Dressing, Honey Mustard","Lunch","1.0","Each","80","1","1","18","15","0","0","320"
"12/27/2014","Chicken, Breast, Grilled","Dinner","10.0","Ounces","392","8.40","73.92","0","0","0","201.60","176.40"
"12/27/2014","Cauliflower","Dinner","10.0","Ounces","67","0","13.33","26.67","13.33","13.33","0","166.67"
"12/27/2014","Donut, Glazed","Snacks","0.5","Each","130","7","1.50","15.50","6","0.50","0","165"
"12/27/2014","Carrots, Baby","Snacks","1.0","Cup","70","0","0","16","10","6","0","600"
"12/27/2014","Milk, 2%, w/ Vitamin A & D","Snacks","1.0","Cup","122","4.83","8.5","11.71","12.35","0","19.52","114.68"
"12/27/2014","Ginger Chew","Snacks","2.0","Pieces","40","0","0","10","10","0","0","0"
"12/26/2014","Coffee, Brewed","Breakfast","2.0","Pints","9","0.19","1.14","0","0","0","0","18.94"
"12/26/2014","Pastry, Beignet","Breakfast","1.0","Each","270","2.50","8","54","12","2","0","240"
"12/26/2014","Egg, Scrambled, Large","Breakfast","3.0","Each","306","22.34","20.29","4.3","3.17","0","644.16","512.40"
"12/26/2014","Shrimp, Cooked","Breakfast","10.0","Each","54","0.59","11.50","0","0","0","107.25","123.20"
"12/26/2014","Cheese, Goat, Semi Soft","Breakfast","2.0","Ounces","204","16.71","12.8","1.42","1.42","0","44.24","288.40"
"12/26/2014","Jam, Red Raspberry","Breakfast","1.0","Tablespoon","50","0","0","13","12","0","0","0"
"12/26/2014","Grits, w/ Margarine","Breakfast","1.0","Each","220","3","5","43.97","0","43.97","0","14.99"
"12/26/2014","Biscuit","Breakfast","1.0","Each","186","8.41","3.16","24.73","1.77","0.66","0.51","536.52"
"12/26/2014","Foccacia bread","Lunch","2.0","Ounces","137","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"12/26/2014","Oil, Olive, Extra Virgin","Lunch","1.0","Teaspoon","40","4.67","0","0","0","0","0","0"
"12/26/2014","Salad Dressing, Blue Cheese","Lunch","0.25","Cup","286","30.66","0.82","2.77","2.9","0.24","18.60","558"
"12/26/2014","Salad, Leaf & Romaine","Lunch","2.0","Cups","15","0","1","2","0","1","0","10"
"12/26/2014","Bacon, Cooked","Lunch","1.0","Piece","43","3.34","2.96","0.11","0","0","8.80","184.80"
"12/26/2014","Cafe Latte, w/ 2%, Grande","Lunch","1.0","Each","190","7","12","18","n/a","0","n/a","n/a"
"12/26/2014","Soup, Wonton, Restaurant","Dinner","4.0","Cups","285","2.32","18.55","46.83","3.3","1.78","35.68","3621.52"
"12/26/2014","Broccoli Beef","Dinner","2.0","Each","260","8","19.99","25.98","6","6","29.98","1479.13"
"12/26/2014","Thai Cashew Chicken Breast","Dinner","1.0","Each","240","12.1","18.1","14.1","4","2","40.2","640.31"
"12/25/2014","Coffee, Brewed","Breakfast","2.0","Pints","9","0.19","1.14","0","0","0","0","18.94"
"12/25/2014","Cinnamon Raisin Bun w/icing","Breakfast","1.0","Serving","268","8","5","43","19","2","0","290"
"12/25/2014","Muffin, Blueberry, Large","Breakfast","1.0","Each","546","26.74","7.34","68.86","37.60","2.36","55.60","437.85"
"12/25/2014","Hash, Corned Beef","Breakfast","6.0","Ounces","360","17.99","44.97","0","0","0","59.97","1469.16"
"12/25/2014","Muffin, Blueberry, Large","Lunch","1.0","Each","546","26.74","7.34","68.86","37.60","2.36","55.60","437.85"
"12/25/2014","Hash, Corned Beef","Lunch","6.0","Ounces","360","17.99","44.97","0","0","0","59.97","1469.16"
"12/25/2014","Milk, 2%, w/ Vitamin A & D","Lunch","1.0","Cup","122","4.83","8.5","11.71","12.35","0","19.52","114.68"
"12/25/2014","Hash, Corned Beef","Dinner","6.0","Ounces","360","17.99","44.97","0","0","0","59.97","1469.16"
"12/25/2014","Bread, French Baguette","Dinner","4.0","Ounces","272","0.80","9.99","55.97","0","1.20","0","607.65"
"12/25/2014","Cheese, Cheddar, Shredded","Dinner","1.0","Cup","451","37.12","27.89","1.43","0.58","0","117.60","695.52"
"12/25/2014","Muffin, Blueberry, Large","Snacks","0.5","Each","273","13.37","3.67","34.43","18.80","1.18","27.80","218.93"
"12/24/2014","Sandwich, Egg McMuffin","Breakfast","1.0","Each","300","12","18","30","3","2","260","820"
"12/24/2014","Hash Browns","Breakfast","1.0","Each","139","8.72","1.20","13.94","0.3","1.48","0","290.44"
"12/24/2014","Coffee, Brewed","Breakfast","2.0","Pints","9","0.19","1.14","0","0","0","0","18.94"
"12/24/2014","Ground Beef, 80% Lean","Lunch","5.333","Ounces","409","26.93","38.91","0","0","0","137.50","113.33"
"12/24/2014","Bun, Hamburger, Plain","Lunch","1.0","Each","120","1.86","4.8","21.26","2.69","0.90","0","205.97"
"12/24/2014","Cheese, Cheddar, Slice","Lunch","1.0","Each","113","9.28","6.97","0.36","0.15","0","29.40","173.88"
"12/24/2014","French Fries, Steak Cut, Frozen, Cooked w/ Salt","Lunch","12.0","Each","243","6","4.10","43.6","0.40","4.15","0","595.31"
"12/24/2014","Milkshake, Banana, Reg","Lunch","1.0","Each","700","23","18","111","106","1","65","340"
"12/24/2014","Chinese Dinner, Fried Rice, BBQ Pork","Dinner","1.0","Cup","316","19","11","24","n/a","1","n/a","326"
"12/24/2014","Pork Baby Back Ribs","Dinner","6.0","Ounces","420","36","24","0","n/a","n/a","120","112.50"
"12/24/2014","Broccoli Beef","Dinner","2.0","Each","260","8","19.99","25.98","6","6","29.98","1479.13"
"12/24/2014","Egg Roll, Vegetable","Dinner","1.0","Each","153","3.64","5.16","24.95","5.34","2.18","0","437.58"
"12/23/2014","Coffee, Brewed","Breakfast","2.0","Pints","9","0.19","1.14","0","0","0","0","18.94"
"12/23/2014","Egg, Scrambled, Large","Breakfast","3.0","Each","306","22.34","20.29","4.3","3.17","0","644.16","512.40"
"12/23/2014","Bacon, Cooked","Breakfast","3.0","Pieces","130","10.3","8.89","0.34","0","0","26.40","554.40"
"12/23/2014","Cheese, Cheddar, Shredded","Breakfast","0.25","Cup","113","9.28","6.97","0.36","0.15","0","29.40","173.88"
"12/23/2014","Home Fries Diced & Seasoned","Breakfast","8.0","Ounces","187","0","5.33","42.67","0","5.33","0","1013.33"
"12/23/2014","Bread Whole Wheat Sprouted","Breakfast","2.0","Servings","180","1","10","38","4","10","0","320"
"12/23/2014","Butter, Salted","Breakfast","1.0","Teaspoon","34","3.84","0.4","0","0","0","10.18","27.26"
"12/23/2014","Cafe Mocha; Nonfat; Medium","Lunch","16.0","Ounces","220","1","16","35","n/a","n/a","5","210"
"12/23/2014","Wine, Red","Dinner","16.0","Fluid ounces","400","0","0.33","12.28","2.92","0","0","18.82"
"12/23/2014","Sausage, Italian, Link","Dinner","0.25","Each","31","1.77","3.39","0.44","0","0","6.30","119.70"
"12/23/2014","Crackers, Saltine","Dinner","2.0","Each","25","0.53","0.57","4.46","0.13","0.17","0","66.96"
"12/23/2014","Bread, French Baguette","Dinner","1.0","Ounce","68","0.20","2.50","13.99","0","0.30","0","151.91"
"12/23/2014","Potatoes, Russet, w/ Skin, Baked, Large, 3 - 4 1/4","Dinner","1.0","Each","281","0.45","6.28","63.3","4.16","6.28","0","20.93"
"12/23/2014","Cheese, Cheddar, Shredded","Dinner","0.25","Cup","113","9.28","6.97","0.36","0.15","0","29.40","173.88"
"12/23/2014","Sour Cream, Reg","Dinner","0.25","Cup","120","10","2","4","2","0","40","30"
"12/23/2014","Butter, Salted","Dinner","1.0","Tablespoon","102","11.52","0.12","0.1","0.1","0","30.53","81.79"
"12/23/2014","Pork Belly","Dinner","6.0","Ounces","480","42","26","0","0","0","90","700"
"12/23/2014","Chocolate, Peppermint Bark","Snacks","1.0","Serving","70","4.50","1","6","6","0","0","5"
"12/23/2014","Bread, French Baguette","Snacks","1.0","Ounce","68","0.20","2.50","13.99","0","0.30","0","151.91"
"12/23/2014","Pate, Liver, Unspecificed, Canned","Snacks","2.0","Tablespoons","83","7.28","3.69","0.39","0","0","66.30","181.22"
"12/23/2014","Crackers, Whole Wheat","Snacks","3.0","Each","51","1.70","1.27","8.35","0.14","1.24","0","72.48"
"12/22/2014","Egg Whites","Breakfast","0.5","Cup","67","0","13.33","0","0","0","0","200"
"12/22/2014","Egg, Large","Breakfast","1.0","Each","72","4.97","6.29","0.39","0.39","0","211.50","70"
"12/22/2014","Coffee, Brewed","Breakfast","2.0","Pints","9","0.19","1.14","0","0","0","0","18.94"
"12/22/2014","Bread Whole Wheat Sprouted","Breakfast","1.0","Serving","90","0.50","5","19","2","5","0","160"
"12/22/2014","Burrito; Regular; Chicken","Lunch","1.0","Serving","678","12.56","45.78","90.59","2","10.28","80.64","1170.56"
"12/22/2014","Pudding, Vanilla, Made w/ 2% Milk","Lunch","2.0","Ounces","57","0.98","1.67","10.51","0","0","3.97","90.15"
"12/22/2014","Cream Cheese, Light Whipped Organic","Lunch","1.0","Tablespoon","30","2.25","1.50","1.50","1.50","n/a","10","52.50"
"12/22/2014","Beer","Dinner","8.0","Fluid ounces","102","0","1.9","8.43","0","0","0","9.49"
"12/22/2014","Udon Noodle","Dinner","8.0","Ounces","440","9","n/a","n/a","n/a","n/a","n/a","n/a"
"12/22/2014","Sauce, Simmer, Green Curry","Dinner","4.0","Fluid ounces","89","5.91","0.99","7.89","4.93","0","0","926.64"
"12/22/2014","Chicken Breast Skinless - Raw","Dinner","4.0","Ounces","120","2","25","0","0","0","70","10"
"12/22/2014","Sushi, California Roll Plus","Dinner","8.0","Pieces","494","10","14","87.60","10","5","0","847"
"12/22/2014","Cafe Latte, w/ 2%, Grande","Snacks","1.0","Each","190","7","12","18","n/a","0","n/a","n/a"
"12/22/2014","Apple, Small","Snacks","1.0","Each","77","0.25","0.39","20.58","15.48","3.58","0","1.49"
"12/27/2014","Walking","Exercise","40","minutes","123.037"
"12/27/2014","Walking","Exercise","40","minutes","123.037"
"12/24/2014","Strava Workout","Exercise","184","minutes","1014.0"
"12/23/2014","Walking","Exercise","40","minutes","123.037"
"12/23/2014","Walking","Exercise","20","minutes","61.5185"
