"Date","Name","Type","Quantity","Units","Calories","Fat (g)","Protein (g)","Carbohydrates (g)","Sugars (g)","Fiber (g)","Cholesterol (mg)","Sodium (mg)"
"12/12/2014","Hot Dog, Beef","Snacks","1.0","Each","147","13.62","5.11","1.6","0.72","0","25.20","461.25"
"12/12/2014","Cupcake, Chocolate","Snacks","1.0","Each","280","12","31","250","1","41","0.50","50"
"12/12/2014","Shrimp, Breaded Fried","Snacks","3.0","Each","54","2.76","4.81","2.58","0","0.9","39.83","77.40"
"12/12/2014","Beer","Snacks","12.0","Fluid ounces","153","0","1.64","12.64","0","0","0","14.24"
"12/12/2014","Dip, Ranch","Snacks","1.0","Teaspoon","7","0.56","0.11","0.22","0.11","0","0.56","23.33"
"12/12/2014","Cupcake, Chocolate","Snacks","1.0","Each","280","12","31","250","1","41","0.50","50"
"12/12/2014","Candy, Chocolate, Peanut","Snacks","18.0","Pieces","220","11","4","26","22","1","5","20"
"12/11/2014","Coffee, Brewed","Breakfast","2.0","Pints","9","0.19","1.14","0","0","0","0","18.94"
"12/11/2014","Brussels Sprouts","Breakfast","2.0","Cups","76","0.53","5.95","15.75","3.87","6.69","0","44"
"12/11/2014","Egg Whites, Large, Ckd","Breakfast","4.0","Each","101","0","23.65","1.51","0","0","0","301.94"
"12/11/2014","Tortilla, Corn","Lunch","2.0","Each","105","1.37","2.74","21.43","0.42","3.2","0","21.60"
"12/11/2014","Fish Fillet, Breaded Fried","Lunch","4.0","Ounces","263","13.94","16.62","19.24","0","0.57","38.56","603.29"
"12/11/2014","Tortilla, Flour, Burrito","Lunch","1.0","Each","290","9","7","44","0","2","0","670"
"12/11/2014","Chili, Beef with Beans","Lunch","1.0","Cup","240","3.50","18","33","7","6","45","880"
"12/11/2014","French Fries","Lunch","0.5","Each","200","9","3.50","27","0","1","0","122.50"
"12/11/2014","Churro","Lunch","1.0","Each","190","8","2","28","5","1","15","230"
"12/11/2014","Pudding, Vanilla, Made w/ 2% Milk","Lunch","4.0","Ounces","114","1.95","3.32","20.94","0","0","7.91","179.67"
"12/11/2014","Calamari","Dinner","4.0","Ounces","198","8.48","20.33","8.83","0","0","294.67","346.80"
"12/11/2014","Cheesecake","Dinner","0.333","Piece","86","5.99","1.47","6.79","5.81","0.11","14.65","55.14"
"12/11/2014","Pizza 16 (Amici's Combo ScaleD)","Dinner","1.0","Slice","371","18.75","16.25","33.75","2","2","45.50","1436.50"
"12/11/2014","Beer","Dinner","8.0","Fluid ounces","102","0","1.9","8.43","0","0","0","9.49"
"12/11/2014","Beer","Snacks","12.0","Fluid ounces","153","0","1.64","12.64","0","0","0","14.24"
"12/11/2014","Pizza 16 (Amici's Combo ScaleD)","Snacks","0.5","Slice","185","9.38","8.13","16.88","1","1","22.75","718.25"
"12/11/2014","Ginger Chew","Snacks","2.0","Pieces","40","0","0","10","10","0","0","0"
"12/11/2014","Ginger Chew","Snacks","2.0","Pieces","40","0","0","10","10","0","0","0"
"12/10/2014","Egg Whites","Breakfast","0.5","Cup","67","0","13.33","0","0","0","0","200"
"12/10/2014","Egg, Large","Breakfast","1.0","Each","72","4.97","6.29","0.39","0.39","0","211.50","70"
"12/10/2014","Coffee, Brewed","Breakfast","2.0","Pints","9","0.19","1.14","0","0","0","0","18.94"
"12/10/2014","Bread Whole Wheat Sprouted","Breakfast","1.0","Serving","90","0.50","5","19","2","5","0","160"
"12/10/2014","Yogurt, Greek, Plain, Nonfat","Lunch","2.0","Cups","240","0","44","14","12","0","0","140"
"12/10/2014","Grapes, Red European","Lunch","3.0","Cups","313","0.72","3.26","81.99","70.12","4.8","0","9.6"
"12/10/2014","Microwaveable Asparagus","Dinner","1.5","Servings","75","6","3","4.50","1.50","3","0","67.50"
"12/10/2014","Eggplant Parmesan","Dinner","1.5","Servings","555","34.50","24","27","1.50","3","45","1110"
"12/10/2014","Wine, Red","Dinner","5.0","Fluid ounces","125","0","0.10","3.84","0.91","0","0","5.88"
"12/10/2014","Stuffing, From Mix","Dinner","0.25","Cup","89","4.30","1.60","10.85","1.5","1.45","0","271.50"
"12/10/2014","Mashed Potatoes, Homemade w/ Whole Milk & Butter","Dinner","0.25","Cup","59","2.22","0.98","8.83","0.75","0.79","5.78","166.43"
"12/10/2014","Ginger Chew","Snacks","2.0","Pieces","40","0","0","10","10","0","0","0"
"12/10/2014","Ginger Chew","Snacks","2.0","Pieces","40","0","0","10","10","0","0","0"
"12/10/2014","Capuccino","Snacks","1.0","Serving","120","5","2","17","13","0","0","115"
"12/10/2014","Cereal Bar Blueberry","Snacks","1.0","Piece","140","2.50","2","27","16","1","0","90"
"12/10/2014","Milk, 2%, w/ Vitamin A & D","Snacks","1.0","Cup","122","4.83","8.5","11.71","12.35","0","19.52","114.68"
"12/10/2014","Cereal Bar Blueberry","Snacks","1.0","Piece","140","2.50","2","27","16","1","0","90"
"12/10/2014","Milk, 2%, w/ Vitamin A & D","Snacks","1.0","Cup","122","4.83","8.5","11.71","12.35","0","19.52","114.68"
"12/10/2014","Ginger Chew","Snacks","2.0","Pieces","40","0","0","10","10","0","0","0"
"12/09/2014","Egg Whites","Breakfast","0.5","Cup","67","0","13.33","0","0","0","0","200"
"12/09/2014","Egg, Large","Breakfast","1.0","Each","72","4.97","6.29","0.39","0.39","0","211.50","70"
"12/09/2014","Coffee, Brewed","Breakfast","2.0","Pints","9","0.19","1.14","0","0","0","0","18.94"
"12/09/2014","Bread Whole Wheat Sprouted","Breakfast","1.0","Serving","90","0.50","5","19","2","5","0","160"
"12/09/2014","Yogurt, Greek, Plain, Nonfat","Lunch","2.0","Cups","240","0","44","14","12","0","0","140"
"12/09/2014","Grapes, Red European","Lunch","3.0","Cups","313","0.72","3.26","81.99","70.12","4.8","0","9.6"
"12/09/2014","Chicken Breast, Skinless, Cooked","Dinner","12.0","Ounces","560","12","105.48","0","0","0","288","252"
"12/09/2014","Tortilla, Corn","Dinner","2.0","Each","105","1.37","2.74","21.43","0.42","3.2","0","21.60"
"12/09/2014","Broccoli","Dinner","6.0","Ounces","50","0","6","8","4","4","0","50"
"12/09/2014","Ginger Chew","Snacks","2.0","Pieces","40","0","0","10","10","0","0","0"
"12/09/2014","Ginger Chew","Snacks","2.0","Pieces","40","0","0","10","10","0","0","0"
"12/09/2014","Ginger Chew","Snacks","2.0","Pieces","40","0","0","10","10","0","0","0"
"12/09/2014","Milk, 2%, w/ Vitamin A & D","Snacks","1.0","Cup","122","4.83","8.5","11.71","12.35","0","19.52","114.68"
"12/09/2014","Cereal Bar Blueberry","Snacks","1.0","Piece","140","2.50","2","27","16","1","0","90"
"12/09/2014","Milk, 2%, w/ Vitamin A & D","Snacks","1.0","Cup","122","4.83","8.5","11.71","12.35","0","19.52","114.68"
"12/09/2014","Cereal Bar Blueberry","Snacks","1.0","Piece","140","2.50","2","27","16","1","0","90"
"12/09/2014","Ginger Chew","Snacks","2.0","Pieces","40","0","0","10","10","0","0","0"
"12/08/2014","Egg Whites","Breakfast","0.5","Cup","67","0","13.33","0","0","0","0","200"
"12/08/2014","Egg, Large","Breakfast","1.0","Each","72","4.97","6.29","0.39","0.39","0","211.50","70"
"12/08/2014","Coffee, Brewed","Breakfast","2.0","Pints","9","0.19","1.14","0","0","0","0","18.94"
"12/08/2014","Bread Whole Wheat Sprouted","Breakfast","1.0","Serving","90","0.50","5","19","2","5","0","160"
"12/08/2014","Salmon, Wild Pink Alaskan, Canned","Lunch","6.0","Ounces","180","3","39","0","0","0","60","180"
"12/08/2014","Bread Whole Wheat Sprouted","Lunch","1.5","Servings","135","0.75","7.50","28.50","3","7.50","0","240"
"12/08/2014","Fire Roasted Chile","Lunch","3.0","Servings","30","0","0","6","0","0","0","420"
"12/08/2014","Wasabi Mayonnaise","Lunch","1.0","Tablespoon","100","11","0","0","0","n/a","10","75"
"12/08/2014","Rice, White, Medium Grain, Cooked","Dinner","0.5","Cup","121","0.20","2.21","26.59","0","0.28","0","0"
"12/08/2014","Black Beans","Dinner","0.75","Cup","165","0","10.50","30","3","12","0","645"
"12/08/2014","Pork, Carnitas, w/ Citrus Garlic & Seasonings","Dinner","6.5","Ounces","303","19.50","28.17","4.33","4.33","0","97.50","910"
"12/08/2014","Ginger Chew","Snacks","2.0","Pieces","40","0","0","10","10","0","0","0"
"12/08/2014","Ginger Chew","Snacks","2.0","Pieces","40","0","0","10","10","0","0","0"
"12/08/2014","Ginger Chew","Snacks","2.0","Pieces","40","0","0","10","10","0","0","0"
"12/08/2014","Cereal Bar Blueberry","Snacks","1.0","Piece","140","2.50","2","27","16","1","0","90"
"12/08/2014","Milk, 2%, w/ Vitamin A & D","Snacks","1.0","Cup","122","4.83","8.5","11.71","12.35","0","19.52","114.68"
"12/08/2014","Milk, 2%, w/ Vitamin A & D","Snacks","1.0","Cup","122","4.83","8.5","11.71","12.35","0","19.52","114.68"
"12/08/2014","Milk, 2%, w/ Vitamin A & D","Snacks","1.0","Cup","122","4.83","8.5","11.71","12.35","0","19.52","114.68"
"12/08/2014","Cereal Bar Blueberry","Snacks","1.0","Piece","140","2.50","2","27","16","1","0","90"
"12/14/2014","Walking","Exercise","15","minutes","47.0319"
"12/14/2014","Walking","Exercise","60","minutes","188.127"
"12/12/2014","Walking","Exercise","40","minutes","120.973"
"12/10/2014","Walking","Exercise","30","minutes","90.7298"
"12/09/2014","Walking","Exercise","20","minutes","60.4865"
